PARTICIPANT_ID,RUN_ID,CHUNK,CONDITION,RandomID,PRODUCT_SHOWN,AGE,GENDER,AI_MENTION_CHECK,PR_INCORP_SELF,PR_BELONGS_TO_ME,PR_CONNECTED,PR_CLOSENESS,PR_DIFFICULT_MINE,PRODUCT_HEDONICITY_1_UTIL_7_HED,AI_IMPROVE_LIFE,AI_IMPROVE_WORK,AI_USE_FUTURE,AI_POSITIVE_HUMANITY,AI_THREAT_HUMANS,SPOT_AI_CHOICE,SPOT_AI_CORRECT,AUCTION_WINNER,AUCTION_CORRECT,WTP_COINS_0_10,TASK_SUMMARY,MTURK_ID,MTURK_ID_ENTERED,COMPLETION_CODE
93,RUN_2026-01-06_1,1,AI x Hedonic (new),31999,Chocolate bar,24,Male,No,2,2,2,1,4,5,2,2,1,1,1,Picture 2,1,Participant 2,1,6,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AITJFOA53T,Yes,237566
94,RUN_2026-01-06_1,1,AI x Hedonic (new),48776,Chocolate bar,22,Male,No,2,2,1,2,3,5,2,2,1,2,1,Picture 2,1,Participant 2,1,7,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",A0NFQASVCY,Yes,237566
95,RUN_2026-01-06_1,1,AI x Hedonic (new),56881,Chocolate bar,42,Male,Yes,2,2,2,1,4,5,2,2,1,1,1,Picture 1,0,Participant 2,1,6,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AONGWLLFU2,Yes,237566
96,RUN_2026-01-06_1,1,AI x Utilitarian (new),82489,Body wash,18,Male,Yes,2,2,1,1,4,3,2,2,1,1,1,Picture 2,1,Participant 2,1,5,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",A1YE8P9UJ7,Yes,237566
97,RUN_2026-01-06_1,1,AI x Utilitarian (new),87313,Body wash,58,Prefer not to say,Yes,2,2,1,1,3,3,2,2,2,2,1,Picture 1,0,Participant 1,0,5,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",ALG1I0YRCO,Yes,237566
98,RUN_2026-01-06_1,1,No AI x Hedonic (new),30698,Chocolate bar,46,Male,Yes,2,2,1,1,3,4,1,2,2,1,1,Picture 2,1,Participant 2,1,6,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A33DQIFLV1,Yes,237566
99,RUN_2026-01-06_1,1,No AI x Utilitarian (new),17291,Body wash,40,Female,Yes,2,2,1,1,3,2,2,2,2,1,1,Picture 2,1,Participant 2,1,4,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AKGDJ91K9L,Yes,237566
100,RUN_2026-01-06_1,1,AI x Hedonic (new),21039,Chocolate bar,46,Male,Yes,2,2,2,1,3,4,2,2,2,1,1,Picture 2,1,Participant 2,1,5,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",A007Z9P9LZ,Yes,237566
101,RUN_2026-01-06_1,1,No AI x Utilitarian (new),94713,Body wash,27,Male,No,2,2,2,1,3,3,2,2,1,1,2,Picture 2,1,Participant 2,1,9,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AW6C3KKWEI,Yes,237566
102,RUN_2026-01-06_1,1,AI x Utilitarian (new),29461,Body wash,26,Female,Yes,2,2,2,1,4,4,2,1,1,1,1,Picture 1,0,Participant 2,1,7,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",A8ICJQ8YAC,Yes,237566
103,RUN_2026-01-06_1,1,AI x Utilitarian (new),12014,Body wash,48,Male,Yes,2,2,1,1,3,2,2,2,2,2,1,Picture 2,1,Participant 2,1,5,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AVUH7VKM4O,Yes,237566
104,RUN_2026-01-06_1,1,No AI x Utilitarian (new),96514,Body wash,49,Female,Yes,2,2,1,1,3,4,2,2,2,1,1,Picture 1,0,Participant 2,1,4,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AJU0JK5P3Q,Yes,237566
105,RUN_2026-01-06_1,1,No AI x Utilitarian (new),48090,Body wash,40,Male,Yes,2,2,1,1,4,3,1,2,1,1,1,Picture 1,0,Participant 2,1,5,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AR8TPHDS7R,Yes,237566
106,RUN_2026-01-06_1,1,AI x Hedonic (new),44303,Chocolate bar,37,Female,Yes,2,2,1,1,1,4,2,2,2,1,1,Picture 1,0,Participant 2,1,10,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A7XKPKN81B,Yes,237566
107,RUN_2026-01-06_1,1,AI x Utilitarian (new),47726,Body wash,31,Male,Yes,2,2,2,1,4,3,2,2,1,1,1,Picture 1,0,Participant 2,1,3,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AP1XE3OYUF,Yes,237566
108,RUN_2026-01-06_1,1,No AI x Hedonic (new),74994,Chocolate bar,55,Female,No,2,2,2,1,3,5,2,2,2,1,1,Picture 1,0,Participant 2,1,5,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AUX99CIDQG,Yes,237566
109,RUN_2026-01-06_1,1,AI x Utilitarian (new),62742,Body wash,20,Male,Yes,2,2,2,1,3,3,2,1,1,1,1,Picture 2,1,Participant 4,0,4,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AWC92NO29E,Yes,237566
110,RUN_2026-01-06_1,1,No AI x Utilitarian (new),63475,Body wash,28,Male,Yes,2,2,2,1,3,3,2,1,1,1,1,Picture 2,1,Participant 3,0,3,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AQGHGBQKMP,No,237566
111,RUN_2026-01-06_1,1,No AI x Utilitarian (new),59792,Body wash,31,Female,Yes,2,2,1,1,4,4,2,1,2,1,1,Picture 1,0,Participant 2,1,6,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",A9A2TL7PBQ,Yes,237566
112,RUN_2026-01-06_1,1,AI x Utilitarian (new),59026,Body wash,20,Male,Yes,2,2,2,1,3,3,2,2,2,1,1,Picture 2,1,Participant 2,1,3,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",A3I88G665F,Yes,237566
113,RUN_2026-01-06_1,1,AI x Utilitarian (new),82689,Body wash,22,Male,Yes,2,2,1,1,3,2,2,2,2,1,1,Picture 2,1,Participant 2,1,6,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",ABD4YJBS4X,Yes,237566
114,RUN_2026-01-06_1,1,AI x Utilitarian (new),90772,Body wash,26,Female,No,2,2,2,1,4,3,2,2,1,1,1,Picture 1,0,Participant 2,1,6,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AROMDZVQWW,Yes,237566
115,RUN_2026-01-06_1,1,No AI x Hedonic (new),47626,Chocolate bar,50,Male,Yes,2,2,1,1,4,6,2,2,2,1,1,Picture 1,0,Participant 2,1,8,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AUH5Q9BE7H,Yes,237566
116,RUN_2026-01-06_1,1,AI x Hedonic (new),90050,Chocolate bar,60,Male,Yes,2,2,2,1,3,5,2,2,1,1,1,Picture 2,1,Participant 2,1,5,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",ANBWAYRJJ4,Yes,237566
117,RUN_2026-01-06_1,1,No AI x Utilitarian (new),90329,Body wash,42,Male,Yes,2,2,1,1,4,3,2,2,1,1,1,Picture 2,1,Participant 2,1,6,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AD6OPP88EJ,Yes,237566
118,RUN_2026-01-06_1,1,AI x Hedonic (new),59377,Chocolate bar,19,Male,Yes,2,2,2,1,3,6,2,1,1,1,1,Picture 2,1,Participant 3,0,8,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AFP20EKH5O,Yes,237566
119,RUN_2026-01-06_1,1,No AI x Hedonic (new),91916,Chocolate bar,31,Male,Yes,2,2,2,1,3,5,2,2,1,1,1,Picture 2,1,Participant 2,1,5,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AEYUT7A0ET,Yes,237566
120,RUN_2026-01-06_1,1,AI x Utilitarian (new),76253,Body wash,36,Female,Yes,2,2,2,1,3,3,2,2,1,1,1,Picture 2,1,Participant 2,1,2,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",ALI2CVYV98,Yes,237566
121,RUN_2026-01-06_1,1,AI x Hedonic (new),80162,Chocolate bar,35,Female,Yes,2,2,1,1,4,5,2,2,1,2,1,Picture 1,0,Participant 2,1,7,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AY58VK3U04,Yes,237566
122,RUN_2026-01-06_1,1,No AI x Utilitarian (new),44166,Body wash,34,Male,Yes,2,2,1,1,3,2,2,2,2,1,1,Picture 1,0,Participant 2,1,2,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AVFZ1XXE9G,Yes,237566
123,RUN_2026-01-06_1,1,No AI x Utilitarian (new),25176,Body wash,44,Male,Yes,2,2,2,1,4,3,2,2,2,1,1,Picture 2,1,Participant 2,1,6,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AJ59J81SVH,Yes,237566
124,RUN_2026-01-06_1,1,No AI x Utilitarian (new),76707,Body wash,18,Female,Yes,2,2,2,1,3,3,2,2,2,2,1,Picture 1,0,Participant 2,1,2,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",A1BST4E8YS,Yes,237566
125,RUN_2026-01-06_1,1,AI x Utilitarian (new),63254,Body wash,31,Female,No,2,2,2,1,3,3,2,2,2,1,1,Picture 2,1,Participant 2,1,7,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",ARBWJKSHF5,Yes,237566
126,RUN_2026-01-06_1,1,AI x Hedonic (new),56178,Chocolate bar,41,Female,Yes,2,2,1,1,4,5,2,2,1,1,1,Picture 2,1,Participant 2,1,7,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AHB69A46T2,Yes,237566
127,RUN_2026-01-06_1,1,AI x Hedonic (new),13741,Chocolate bar,47,Male,No,2,2,2,1,4,6,2,2,2,1,1,Picture 2,1,Participant 2,1,3,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AFY3KQP12G,Yes,237566
128,RUN_2026-01-06_1,1,AI x Hedonic (new),51667,Chocolate bar,41,Male,Yes,2,2,2,1,3,5,2,2,2,1,1,Picture 2,1,Participant 1,0,7,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",ACIUVXAP3T,Yes,237566
129,RUN_2026-01-06_1,1,No AI x Utilitarian (new),37102,Body wash,38,Female,Yes,2,2,2,1,4,3,2,2,2,1,1,Picture 2,1,Participant 2,1,7,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AYAV9I5KUN,Yes,237566
130,RUN_2026-01-06_1,1,No AI x Hedonic (new),57232,Chocolate bar,36,Female,Yes,2,2,1,1,4,5,2,1,2,2,1,Picture 2,1,Participant 2,1,7,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AS3OFV0G9Y,Yes,237566
131,RUN_2026-01-06_1,1,AI x Hedonic (new),98492,Chocolate bar,30,Female,Yes,2,2,1,1,3,6,2,2,2,1,1,Picture 2,1,Participant 2,1,6,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AKI5IQ8O7U,Yes,237566
132,RUN_2026-01-06_1,1,No AI x Hedonic (new),56291,Chocolate bar,39,Female,Yes,2,2,2,2,3,6,2,2,1,2,1,Picture 1,0,Participant 2,1,5,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",APFH8RJXA2,Yes,237566
133,RUN_2026-01-06_1,1,AI x Hedonic (new),16794,Chocolate bar,36,Male,Yes,2,2,2,1,3,5,2,2,2,1,1,Picture 2,1,Participant 2,1,5,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AZJHOE78AM,Yes,237566
134,RUN_2026-01-06_1,1,AI x Utilitarian (new),87118,Body wash,30,Male,Yes,2,2,1,1,3,2,2,2,1,1,1,Picture 2,1,Participant 2,1,6,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",A8YBV90IMX,Yes,237566
135,RUN_2026-01-06_1,1,AI x Utilitarian (new),75212,Body wash,53,Female,Yes,2,2,1,1,3,3,2,2,2,1,1,Picture 1,0,Participant 2,1,7,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AZLMEQNELG,Yes,237566
136,RUN_2026-01-06_1,1,AI x Utilitarian (new),30453,Body wash,53,Male,Yes,2,2,1,1,4,3,2,2,2,1,1,Picture 1,0,Participant 2,1,6,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AEK8I0QO50,Yes,237566
137,RUN_2026-01-06_1,1,No AI x Hedonic (new),89098,Chocolate bar,34,Female,Yes,2,2,1,1,4,4,2,2,2,1,1,Picture 2,1,Participant 2,1,7,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A68TASSKF6,Yes,237566
138,RUN_2026-01-06_1,1,AI x Hedonic (new),88634,Chocolate bar,46,Female,Yes,2,2,2,1,4,6,2,2,2,1,1,Picture 1,0,Participant 2,1,4,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",ALHI5E4SP3,Yes,237566
139,RUN_2026-01-06_1,1,No AI x Hedonic (new),38054,Chocolate bar,53,Female,Yes,2,2,1,1,3,5,2,2,1,1,1,Picture 1,0,Participant 2,1,5,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",ANWLKOQCIF,Yes,237566
140,RUN_2026-01-06_1,1,No AI x Hedonic (new),40283,Chocolate bar,42,Male,Yes,2,2,2,1,3,5,2,2,1,1,1,Picture 2,1,Participant 2,1,7,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A43YBR1JMM,Yes,237566
141,RUN_2026-01-06_1,1,No AI x Utilitarian (new),15949,Body wash,40,Female,Yes,2,2,2,1,4,3,2,2,1,2,2,Picture 2,1,Participant 2,1,4,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",ABQ5G252VF,Yes,237566
142,RUN_2026-01-06_1,1,AI x Utilitarian (new),46975,Body wash,44,Male,Yes,2,2,1,1,3,2,2,2,1,1,2,Picture 1,0,Participant 2,1,6,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",A12VEVSKEB,Yes,237566
143,RUN_2026-01-06_1,1,No AI x Utilitarian (new),87594,Body wash,19,Female,Yes,2,2,1,1,4,3,2,2,2,2,1,Picture 2,1,Participant 2,1,7,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",A7S23O7ALW,Yes,237566
144,RUN_2026-01-06_1,1,AI x Hedonic (new),44731,Chocolate bar,21,Female,Yes,2,2,1,1,1,3,2,2,2,1,2,Picture 2,1,Participant 1,0,4,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",A8LSFEUJ02,Yes,237566
145,RUN_2026-01-06_1,1,AI x Utilitarian (new),79550,Body wash,45,Male,Yes,2,2,2,1,4,4,2,2,2,1,1,Picture 2,1,Participant 3,0,3,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",ACQESW2QYB,Yes,237566
146,RUN_2026-01-06_1,1,AI x Utilitarian (new),84080,Body wash,42,Male,Yes,2,2,2,1,3,2,2,2,1,1,1,Picture 1,0,Participant 2,1,10,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AWZC0VV0VV,Yes,237566
147,RUN_2026-01-06_1,1,AI x Hedonic (new),23123,Chocolate bar,55,Female,Yes,2,2,1,1,4,5,2,2,1,2,1,Picture 2,1,Participant 2,1,5,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",A4DPQJ9HW8,Yes,237566
148,RUN_2026-01-06_1,1,AI x Hedonic (new),99555,Chocolate bar,33,Male,Yes,2,2,2,1,2,6,2,2,1,1,1,Picture 2,1,Participant 2,1,7,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",A62N6HARHD,Yes,237566
149,RUN_2026-01-06_1,1,AI x Utilitarian (new),58359,Body wash,52,Female,Yes,2,2,2,1,3,3,2,2,1,1,2,Picture 2,1,Participant 2,1,8,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AMWS2CFJI8,Yes,237566
150,RUN_2026-01-06_1,1,No AI x Hedonic (new),80108,Chocolate bar,51,Non-binary,Yes,2,2,1,1,4,6,2,2,2,1,1,Picture 1,0,Participant 2,1,10,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AN3VSNPXK6,Yes,237566
151,RUN_2026-01-06_1,1,No AI x Hedonic (new),53397,Chocolate bar,62,Female,Yes,2,2,2,1,4,5,2,2,1,1,1,Picture 2,1,Participant 2,1,5,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AWWHJS8SCQ,Yes,237566
152,RUN_2026-01-06_1,1,AI x Hedonic (new),17514,Chocolate bar,29,Female,Yes,2,2,2,1,4,5,2,2,1,1,1,Picture 2,1,Participant 2,1,4,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A5FSAU2SIU,Yes,237566
153,RUN_2026-01-06_1,1,No AI x Utilitarian (new),83043,Body wash,34,Male,Yes,2,2,2,1,3,3,2,2,1,1,1,Picture 1,0,Participant 2,1,5,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AYXAFJIGPW,Yes,237566
154,RUN_2026-01-06_1,1,No AI x Utilitarian (new),22016,Body wash,42,Male,No,2,2,1,1,4,4,2,2,1,1,1,Picture 1,0,Participant 2,1,4,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AFWHO7MNL3,Yes,237566
155,RUN_2026-01-06_1,1,AI x Hedonic (new),72922,Chocolate bar,42,Female,Yes,2,2,1,1,3,5,2,2,1,2,1,Picture 2,1,Participant 2,1,10,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",ALTCK9I1FR,Yes,237566
156,RUN_2026-01-06_1,1,AI x Utilitarian (new),10245,Body wash,27,Male,Yes,2,2,1,1,3,4,2,2,2,1,1,Picture 2,1,Participant 2,1,7,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",A6JQDDSU0N,Yes,237566
157,RUN_2026-01-06_1,1,AI x Utilitarian (new),67920,Body wash,32,Male,Yes,2,2,2,1,4,2,2,2,1,1,1,Picture 2,1,Participant 2,1,6,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",A5I1WAU9FO,Yes,237566
158,RUN_2026-01-06_1,1,No AI x Hedonic (new),59628,Chocolate bar,23,Male,Yes,2,2,1,1,3,5,2,2,1,1,1,Picture 2,1,Participant 2,1,8,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AQGXJR65SY,Yes,237566
159,RUN_2026-01-06_1,1,AI x Utilitarian (new),74790,Body wash,65,Male,Yes,2,2,1,1,4,3,2,1,1,1,1,Picture 2,1,Participant 2,1,8,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",ANXM1K18D2,Yes,237566
160,RUN_2026-01-06_1,1,No AI x Hedonic (new),52640,Chocolate bar,38,Male,Yes,2,2,1,1,4,5,2,2,2,1,1,Picture 2,1,Participant 2,1,8,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A9SWCE7CL7,Yes,237566
161,RUN_2026-01-06_1,1,No AI x Utilitarian (new),27827,Body wash,39,Male,Yes,2,2,2,1,3,2,2,2,1,1,1,Picture 1,0,Participant 2,1,6,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AIU5S3XPRS,Yes,237566
162,RUN_2026-01-06_1,1,No AI x Hedonic (new),79103,Chocolate bar,31,Male,Yes,2,2,1,1,4,5,2,2,1,1,1,Picture 2,1,Participant 2,1,3,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",AKQHJ6QE2T,Yes,237566
163,RUN_2026-01-06_1,1,No AI x Hedonic (new),46729,Chocolate bar,39,Female,Yes,2,2,2,1,3,6,2,2,2,1,2,Picture 1,0,Participant 2,1,7,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",ASUFOFQFYF,Yes,237566
164,RUN_2026-01-06_1,1,AI x Hedonic (new),25162,Chocolate bar,48,Female,Yes,2,2,2,1,4,6,2,2,2,1,2,Picture 2,1,Participant 2,1,7,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",A0H2Y4L68E,Yes,237566
165,RUN_2026-01-06_1,1,AI x Utilitarian (new),31262,Body wash,35,Female,Yes,2,2,2,1,2,3,2,2,2,1,1,Picture 2,1,Participant 2,1,5,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AH24PUPIAY,Yes,237566
166,RUN_2026-01-06_1,1,No AI x Hedonic (new),83384,Chocolate bar,38,Female,Yes,2,2,1,1,3,4,2,2,2,1,1,Picture 2,1,Participant 2,1,5,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",A07KYJJ11T,Yes,237566
167,RUN_2026-01-06_1,1,AI x Utilitarian (new),14557,Body wash,65,Female,Yes,2,2,1,1,3,3,2,2,2,1,1,Picture 2,1,Participant 2,1,4,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",ABGQZ4JHQC,Yes,237566
168,RUN_2026-01-06_1,1,AI x Utilitarian (new),98879,Body wash,50,Female,Yes,2,2,1,1,3,3,2,2,2,1,2,Picture 2,1,Participant 2,1,3,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A64F5OKW2H,Yes,237566
169,RUN_2026-01-06_1,1,AI x Utilitarian (new),94987,Body wash,41,Male,Yes,2,2,1,1,3,3,2,2,1,1,1,Picture 1,0,Participant 2,1,8,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",ANH451H73K,Yes,237566
170,RUN_2026-01-06_1,1,AI x Utilitarian (new),59198,Body wash,34,Female,Yes,2,1,2,1,3,3,2,2,2,1,1,Picture 1,0,Participant 2,1,6,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",A7BCVXTRE2,Yes,237566
171,RUN_2026-01-06_1,1,No AI x Hedonic (new),91713,Chocolate bar,38,Female,Yes,2,2,1,1,4,4,2,2,1,1,1,Picture 1,0,Participant 2,1,4,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AT3VDA0QWD,Yes,237566
172,RUN_2026-01-06_1,1,No AI x Utilitarian (new),10159,Body wash,30,Female,Yes,2,2,1,1,3,3,2,2,2,1,1,Picture 2,1,Participant 2,1,5,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",ATU2R3KE8P,Yes,237566
173,RUN_2026-01-06_1,1,AI x Hedonic (new),95664,Chocolate bar,42,Male,Yes,2,2,1,1,3,6,2,2,2,2,1,Picture 2,1,Participant 2,1,9,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",A8WIGHIL28,Yes,237566
174,RUN_2026-01-06_1,1,No AI x Hedonic (new),64697,Chocolate bar,31,Female,Yes,2,2,2,1,3,4,2,2,1,1,1,Picture 1,0,Participant 2,1,9,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AOF03B8QVB,Yes,237566
175,RUN_2026-01-06_1,1,AI x Hedonic (new),91238,Chocolate bar,30,Female,Yes,2,2,1,1,3,6,2,2,1,1,1,Picture 2,1,Participant 2,1,5,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AQN4YEVAAY,Yes,237566
176,RUN_2026-01-06_1,1,AI x Hedonic (new),36721,Chocolate bar,34,Male,Yes,2,2,1,1,4,4,2,2,2,1,1,Picture 2,1,Participant 2,1,5,"I evaluated a product page, answered some rating scales, chose which image seemed AI-made, and entered my purchase amount.",AWEFCUUB8E,Yes,237566
177,RUN_2026-01-06_1,1,AI x Utilitarian (new),11063,Body wash,26,Male,Yes,2,2,1,1,4,2,2,2,2,1,1,Picture 1,0,Participant 2,1,9,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",APOANGCL50,Yes,237566
178,RUN_2026-01-06_1,1,No AI x Utilitarian (new),79269,Body wash,41,Female,Yes,2,2,2,1,4,3,2,2,2,1,1,Picture 1,0,Participant 2,1,4,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",ADQLQEK5RX,Yes,237566
179,RUN_2026-01-06_1,1,No AI x Hedonic (new),90282,Chocolate bar,65,Female,Yes,2,2,1,1,3,5,2,2,1,1,2,Picture 2,1,Participant 2,1,5,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",ABGUH4G5BJ,Yes,237566
180,RUN_2026-01-06_1,1,AI x Hedonic (new),35965,Chocolate bar,31,Male,Yes,2,2,2,1,4,5,2,2,2,2,1,Picture 1,0,Participant 4,0,5,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",A90RM5DMUR,Yes,237566
181,RUN_2026-01-06_1,1,No AI x Hedonic (new),80995,Chocolate bar,18,Female,Yes,2,2,2,1,5,4,2,2,2,1,1,Picture 2,1,Participant 2,1,8,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",A4B6L8IDMP,Yes,237566
182,RUN_2026-01-06_1,1,AI x Utilitarian (new),43836,Body wash,50,Female,Yes,2,2,2,1,3,2,1,2,1,1,1,Picture 1,0,Participant 2,1,10,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AXHMOTG5FX,Yes,237566
183,RUN_2026-01-06_1,1,No AI x Utilitarian (new),79764,Body wash,37,Male,Yes,2,2,1,1,4,3,2,2,2,1,1,Picture 1,0,Participant 2,1,3,"I examined how a product was presented, answered attitude questions, and finished a short challenge and purchase decision.",AX52W3VKNP,Yes,237566
184,RUN_2026-01-06_1,1,No AI x Utilitarian (new),64009,Body wash,62,Male,Yes,2,2,2,1,2,3,2,2,1,1,1,Picture 2,1,Participant 2,1,8,"I viewed a product recommendation, responded to survey items about it and AI, and then completed a quick bonus-style task.",AZH8YDOIRC,Yes,237566
185,RUN_2026-01-06_1,1,AI x Utilitarian (new),13210,Body wash,43,Female,Yes,2,2,1,2,3,2,1,2,2,1,1,Picture 2,1,Participant 2,1,6,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",ATJTPPUOL5,Yes,237566
186,RUN_2026-01-06_1,1,No AI x Utilitarian (new),61324,Body wash,49,Male,Yes,2,2,2,1,3,3,2,2,2,2,1,Picture 2,1,Participant 2,1,3,"I looked at an online shopping page, rated a few statements, completed a brief AI image check, and reported my willingness to pay.",ADPLQPPYWR,Yes,237566
187,RUN_2026-01-06_1,1,No AI x Hedonic (new),33127,Chocolate bar,29,Female,Yes,2,2,1,1,3,4,2,2,2,1,1,Picture 2,1,Participant 1,0,8,"I reviewed a product page and answered questions about the recommendation and my opinions about AI, then made a small decision task.",AF97PY5U19,Yes,237566
